pm25,pm10,co,no2,so2,o3,aqi_index,timestamp,station_name,station_lat,station_lon,city,country,source,nearest_factory_distance_km
39.3,87.0,0.717,24.2,14.4,27.4,61.975,2025-04-04 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,24.3,14.4,22.9,61.975,2025-04-05 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,24.2,14.4,22.0,61.975,2025-04-06 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,24.2,14.4,21.3,61.975,2025-04-07 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,24.4,14.4,25.9,61.975,2025-04-08 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,24.2,14.4,17.6,61.975,2025-04-10 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,24.3,14.4,18.9,61.975,2025-04-11 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,24.2,14.4,24.2,61.975,2025-04-12 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,24.3,14.4,43.7,61.975,2025-04-13 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,24.2,14.4,34.0,61.975,2025-04-14 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,22.2,14.4,81.4,61.975,2025-04-15 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,24.4,14.4,31.5,61.975,2025-04-16 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,24.1,14.4,28.5,61.975,2025-04-17 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,24.2,14.4,33.8,61.975,2025-04-18 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,24.3,14.4,34.0,61.975,2025-04-19 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,24.2,14.4,26.7,61.975,2025-04-20 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,24.2,14.4,29.2,61.975,2025-04-21 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,24.3,14.4,27.3,61.975,2025-04-22 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,24.7,14.4,27.5,61.975,2025-04-23 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,24.3,14.4,37.9,61.975,2025-04-24 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,24.3,14.4,36.7,61.975,2025-04-25 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,24.4,14.4,41.4,61.975,2025-04-26 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,24.3,14.4,31.9,61.975,2025-04-27 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,24.3,14.4,26.1,61.975,2025-04-28 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,24.2,14.4,27.3,61.975,2025-04-29 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,24.2,14.4,28.7,61.975,2025-04-30 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,24.2,14.4,25.1,61.975,2025-05-01 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,24.2,14.4,38.1,61.975,2025-05-02 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,24.2,14.4,19.7,61.975,2025-05-03 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,24.2,14.4,41.3,61.975,2025-05-04 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,24.2,14.4,47.2,61.975,2025-05-05 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,24.2,14.4,30.2,61.975,2025-05-06 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,24.3,14.4,41.9,61.975,2025-05-07 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,24.3,14.4,64.9,61.975,2025-05-08 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,24.2,14.4,64.8,61.975,2025-05-09 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,24.2,14.4,39.8,61.975,2025-05-10 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,24.2,14.4,45.5,61.975,2025-05-11 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,24.9,14.4,40.4,61.975,2025-05-12 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,25.2,14.4,29.6,61.975,2025-05-13 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,37.5,14.4,30.5,61.975,2025-05-14 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,44.4,14.4,19.8,61.975,2025-05-15 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,37.8,14.4,13.1,61.975,2025-05-16 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,20.4,14.4,14.1,61.975,2025-05-17 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,23.1,14.4,32.0,61.975,2025-05-18 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,28.1,14.4,34.7,61.975,2025-05-19 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,24.3,14.4,52.6,61.975,2025-05-20 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,19.4,14.4,45.0,61.975,2025-05-21 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,31.2,14.4,46.1,61.975,2025-05-22 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,32.5,14.4,49.1,61.975,2025-05-23 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,35.2,14.4,28.6,61.975,2025-05-24 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,53.4,14.4,16.6,61.975,2025-05-25 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,37.2,14.4,12.4,61.975,2025-05-26 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,30.9,14.4,13.1,61.975,2025-05-27 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,25.8,14.4,27.4,61.975,2025-05-28 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,33.3,14.4,10.8,61.975,2025-05-29 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,29.9,14.4,10.3,61.975,2025-05-30 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,20.7,14.4,10.6,61.975,2025-05-31 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,28.2,14.4,12.1,61.975,2025-06-01 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,35.0,14.4,18.2,61.975,2025-06-02 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,21.7,14.4,30.1,61.975,2025-06-03 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,31.6,14.4,20.5,61.975,2025-06-04 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,33.7,14.4,22.6,61.975,2025-06-05 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,29.9,14.4,30.6,61.975,2025-06-06 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,32.2,14.4,24.8,61.975,2025-06-07 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,30.5,14.4,22.6,61.975,2025-06-08 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,27.2,14.4,16.4,61.975,2025-06-09 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,33.8,14.4,20.9,61.975,2025-06-10 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,32.9,14.4,29.9,61.975,2025-06-11 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,27.8,14.4,23.2,61.975,2025-06-12 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,24.2,14.4,43.5,61.975,2025-06-13 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,26.0,14.4,61.4,61.975,2025-06-14 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,17.0,14.4,40.0,61.975,2025-06-15 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,24.7,14.4,12.2,61.975,2025-06-16 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,23.8,14.4,6.2,61.975,2025-06-17 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,24.8,14.4,19.7,61.975,2025-06-18 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,24.3,14.4,20.1,61.975,2025-06-19 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,29.1,14.4,20.8,61.975,2025-06-20 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,32.4,14.4,13.1,61.975,2025-06-21 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,30.7,14.4,13.7,61.975,2025-06-22 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,19.5,14.4,10.5,61.975,2025-06-23 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,31.4,14.4,19.2,61.975,2025-06-24 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,30.7,14.4,19.0,61.975,2025-06-25 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,21.1,14.4,14.3,61.975,2025-06-26 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,15.6,14.4,6.97,61.975,2025-06-27 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,26.0,14.4,9.63,61.975,2025-06-28 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,21.8,14.4,8.42,61.975,2025-06-29 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,21.4,14.4,11.5,61.975,2025-06-30 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,23.7,14.4,13.8,61.975,2025-07-01 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,32.6,14.4,13.3,61.975,2025-07-02 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,22.4,14.4,15.9,61.975,2025-07-03 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,8.69,14.4,16.3,61.975,2025-07-04 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,0.5,14.4,8.87,61.975,2025-07-05 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,9.31,14.4,7.66,61.975,2025-07-06 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,15.4,14.4,9.69,61.975,2025-07-07 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,14.9,14.4,10.2,61.975,2025-07-08 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,15.0,14.4,10.8,61.975,2025-07-09 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,15.0,14.4,11.6,61.975,2025-07-10 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,15.0,14.4,12.1,61.975,2025-07-11 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,14.9,14.4,13.4,61.975,2025-07-12 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,14.8,14.4,10.9,61.975,2025-07-13 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,14.7,14.4,17.3,61.975,2025-07-14 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,15.0,14.4,14.0,61.975,2025-07-16 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,15.0,14.4,12.0,61.975,2025-07-17 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,15.0,14.4,11.3,61.975,2025-07-18 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,15.0,14.4,12.9,61.975,2025-07-19 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,14.9,14.4,13.3,61.975,2025-07-20 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,15.0,14.4,12.5,61.975,2025-07-21 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,14.9,14.4,11.0,61.975,2025-07-22 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,14.9,14.4,11.3,61.975,2025-07-23 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,14.9,14.4,11.3,61.975,2025-07-24 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,14.9,14.4,11.4,61.975,2025-07-25 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,14.9,14.4,11.1,61.975,2025-07-26 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,14.5,14.4,17.3,61.975,2025-07-27 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,14.9,14.4,16.9,61.975,2025-07-28 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,15.0,14.4,16.7,61.975,2025-07-29 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,15.0,14.4,16.5,61.975,2025-07-30 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,14.9,14.4,15.5,61.975,2025-07-31 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,15.0,14.4,15.1,61.975,2025-08-01 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
39.3,87.0,0.717,14.9,14.4,16.5,61.975,2025-08-02 18:30:00+00:00,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,Ahmedabad,India,openaq,0.7086138787986331
