factory_id,factory_name,industry_type,latitude,longitude,city,state,country,source,osm_id,last_updated
osm_277955572,British Era Textile Industry,industrial,28.6776449,77.202605,Delhi,Delhi,India,overpass,277955572,2026-03-14T21:24:49.995096+00:00
osm_283808810,Cold Storage,industrial,28.6297662,77.3321596,Delhi,Delhi,India,overpass,283808810,2026-03-14T21:24:49.995096+00:00
osm_287054776,Inland Container Depot,industrial,28.6364928,77.3168548,Delhi,Delhi,India,overpass,287054776,2026-03-14T21:24:49.995096+00:00
osm_287054778,Delhi Industrial Site 287054778,industrial,28.6374653,77.3157829,Delhi,Delhi,India,overpass,287054778,2026-03-14T21:24:49.995096+00:00
osm_287054784,Delhi Industrial Site 287054784,industrial,28.6401521,77.3163257,Delhi,Delhi,India,overpass,287054784,2026-03-14T21:24:49.995096+00:00
osm_287054787,Delhi Industrial Site 287054787,industrial,28.6397075,77.3157997,Delhi,Delhi,India,overpass,287054787,2026-03-14T21:24:49.995096+00:00
osm_287054788,Delhi Industrial Site 287054788,industrial,28.640478,77.3160381,Delhi,Delhi,India,overpass,287054788,2026-03-14T21:24:49.995096+00:00
osm_290150874,Delhi Jal Board,industrial,28.7110716,77.2297433,Delhi,Delhi,India,overpass,290150874,2026-03-14T21:24:49.995096+00:00
osm_290620909,MCD Workshop,industrial,28.7033437,77.1975221,Delhi,Delhi,India,overpass,290620909,2026-03-14T21:24:49.995096+00:00
osm_290664335,All India Radio,communication,28.7120556,77.1992096,Delhi,Delhi,India,overpass,290664335,2026-03-14T21:24:49.995096+00:00
osm_291408829,Delhi Industrial Site 291408829,industrial,28.6801699,77.1920747,Delhi,Delhi,India,overpass,291408829,2026-03-14T21:24:49.995096+00:00
osm_291408830,Delhi Industrial Site 291408830,industrial,28.6780745,77.1932624,Delhi,Delhi,India,overpass,291408830,2026-03-14T21:24:49.995096+00:00
osm_291654386,Delhi Transport Corporation Mayapuri Depot,depot,28.6352896,77.1298784,Delhi,Delhi,India,overpass,291654386,2026-03-14T21:24:49.995096+00:00
osm_291719141,Delhi Milk Scheme,industrial,28.6568483,77.1556573,Delhi,Delhi,India,overpass,291719141,2026-03-14T21:24:49.995096+00:00
osm_291719142,Shadipur DTC Depot,depot,28.6538078,77.1561708,Delhi,Delhi,India,overpass,291719142,2026-03-14T21:24:49.995096+00:00
osm_296659108,Delhi Industrial Site 296659108,industrial,28.718078,77.2874167,Delhi,Delhi,India,overpass,296659108,2026-03-14T21:24:49.995096+00:00
osm_300260618,Rohini DTC Depot,depot,28.7157573,77.1121261,Delhi,Delhi,India,overpass,300260618,2026-03-14T21:24:49.995096+00:00
osm_305948475,Delhi Mini Storage,industrial,37.4443717,-120.7931853,Delhi,Delhi,India,overpass,305948475,2026-03-14T21:24:49.995096+00:00
osm_305948478,Tagge's Mini Storage,industrial,37.421733,-120.7689686,Delhi,Delhi,India,overpass,305948478,2026-03-14T21:24:49.995096+00:00
osm_345666867,"Delhi Jal Board, Booster Pump station",industrial,28.6111631,77.3370342,Delhi,Delhi,India,overpass,345666867,2026-03-14T21:24:49.995096+00:00
osm_351110834,Delhi Industrial Site 351110834,industrial,28.5259301,77.0937325,Delhi,Delhi,India,overpass,351110834,2026-03-14T21:24:49.995096+00:00
osm_351424491,Delhi Industrial Site 351424491,works,28.5246081,77.289765,Delhi,Delhi,India,overpass,351424491,2026-03-14T21:24:49.995096+00:00
osm_403447939,Delhi Industrial Site 403447939,industrial,28.5047441,77.2767645,Delhi,Delhi,India,overpass,403447939,2026-03-14T21:24:49.995096+00:00
osm_427406071,Delhi Industrial Site 427406071,industrial,28.6870334,77.0229374,Delhi,Delhi,India,overpass,427406071,2026-03-14T21:24:49.995096+00:00
osm_427406073,Delhi Industrial Site 427406073,industrial,28.6710092,77.051664,Delhi,Delhi,India,overpass,427406073,2026-03-14T21:24:49.995096+00:00
osm_427406076,Delhi Industrial Site 427406076,industrial,28.6764612,77.0409932,Delhi,Delhi,India,overpass,427406076,2026-03-14T21:24:49.995096+00:00
osm_427406079,Mundka Industrial Area,industrial,28.6854494,77.0377563,Delhi,Delhi,India,overpass,427406079,2026-03-14T21:24:49.995096+00:00
osm_427406083,Delhi Industrial Site 427406083,industrial,28.6918818,77.0263485,Delhi,Delhi,India,overpass,427406083,2026-03-14T21:24:49.995096+00:00
osm_427406085,Delhi Industrial Site 427406085,industrial,28.6809453,77.0496477,Delhi,Delhi,India,overpass,427406085,2026-03-14T21:24:49.995096+00:00
osm_464283160,Rajghat Thermal Power Station,industrial,28.6375535,77.2549769,Delhi,Delhi,India,overpass,464283160,2026-03-14T21:24:49.995096+00:00
osm_464283162,Rajghat Bus Depot,bus_depot,28.6424527,77.2532476,Delhi,Delhi,India,overpass,464283162,2026-03-14T21:24:49.995096+00:00
osm_501786872,Delhi Industrial Site 501786872,industrial,28.6767469,77.1446644,Delhi,Delhi,India,overpass,501786872,2026-03-14T21:24:49.995096+00:00
osm_605886399,Nand Nagri Bus Depot,depot,28.6978089,77.3057011,Delhi,Delhi,India,overpass,605886399,2026-03-14T21:24:49.995096+00:00
osm_704353283,Flatted Factory Complex,industrial,28.5569377,77.2657108,Delhi,Delhi,India,overpass,704353283,2026-03-14T21:24:49.995096+00:00
osm_740039353,Ramky Enviro Engineers Ltd (WtE),industrial,28.7995328,77.0692647,Delhi,Delhi,India,overpass,740039353,2026-03-14T21:24:49.995096+00:00
osm_740039354,Delhi Industrial Site 740039354,industrial,28.7976888,77.0671511,Delhi,Delhi,India,overpass,740039354,2026-03-14T21:24:49.995096+00:00
osm_740040078,Delhi Industrial Site 740040078,industrial,28.7722161,77.1103047,Delhi,Delhi,India,overpass,740040078,2026-03-14T21:24:49.995096+00:00
osm_740063769,Delhi Industrial Site 740063769,industrial,28.7842539,77.1279341,Delhi,Delhi,India,overpass,740063769,2026-03-14T21:24:49.995096+00:00
osm_740063770,Delhi Industrial Site 740063770,industrial,28.7786058,77.1306244,Delhi,Delhi,India,overpass,740063770,2026-03-14T21:24:49.995096+00:00
osm_740082251,Delhi Industrial Site 740082251,industrial,28.7639366,77.1337469,Delhi,Delhi,India,overpass,740082251,2026-03-14T21:24:49.995096+00:00
osm_740082532,Delhi Industrial Site 740082532,industrial,28.7695603,77.132956,Delhi,Delhi,India,overpass,740082532,2026-03-14T21:24:49.995096+00:00
osm_740082695,Delhi Industrial Site 740082695,industrial,28.7688976,77.13118,Delhi,Delhi,India,overpass,740082695,2026-03-14T21:24:49.995096+00:00
osm_741157316,Delhi Industrial Site 741157316,industrial,28.7685951,77.1294813,Delhi,Delhi,India,overpass,741157316,2026-03-14T21:24:49.995096+00:00
osm_741157319,Delhi Industrial Site 741157319,industrial,28.7694853,77.1261423,Delhi,Delhi,India,overpass,741157319,2026-03-14T21:24:49.995096+00:00
osm_741157321,Delhi Industrial Site 741157321,industrial,28.7715404,77.1279728,Delhi,Delhi,India,overpass,741157321,2026-03-14T21:24:49.995096+00:00
osm_741157322,Delhi Industrial Site 741157322,industrial,28.7732817,77.1355531,Delhi,Delhi,India,overpass,741157322,2026-03-14T21:24:49.995096+00:00
osm_741157323,Delhi Industrial Site 741157323,industrial,28.7739081,77.1330639,Delhi,Delhi,India,overpass,741157323,2026-03-14T21:24:49.995096+00:00
osm_741157324,Delhi Industrial Site 741157324,industrial,28.7807781,77.1369627,Delhi,Delhi,India,overpass,741157324,2026-03-14T21:24:49.995096+00:00
osm_742055079,Delhi Industrial Site 742055079,industrial,28.8382232,77.1236674,Delhi,Delhi,India,overpass,742055079,2026-03-14T21:24:49.995096+00:00
osm_742055797,Delhi Industrial Site 742055797,industrial,28.7486599,77.0852628,Delhi,Delhi,India,overpass,742055797,2026-03-14T21:24:49.995096+00:00
osm_742055798,Delhi Industrial Site 742055798,industrial,28.7526856,77.081699,Delhi,Delhi,India,overpass,742055798,2026-03-14T21:24:49.995096+00:00
osm_742055799,Delhi Industrial Site 742055799,industrial,28.7483538,77.07577,Delhi,Delhi,India,overpass,742055799,2026-03-14T21:24:49.995096+00:00
osm_742055803,Delhi Industrial Site 742055803,industrial,28.7476253,77.1115384,Delhi,Delhi,India,overpass,742055803,2026-03-14T21:24:49.995096+00:00
osm_751261162,ISRO Earth Station,industrial,28.6087706,77.1807589,Delhi,Delhi,India,overpass,751261162,2026-03-14T21:24:49.995096+00:00
osm_770265124,Delhi Industrial Site 770265124,industrial,28.8336991,77.1276503,Delhi,Delhi,India,overpass,770265124,2026-03-14T21:24:49.995096+00:00
osm_798088011,Delhi Industrial Site 798088011,industrial,28.5246616,77.0910535,Delhi,Delhi,India,overpass,798088011,2026-03-14T21:24:49.995096+00:00
osm_798088017,Delhi Industrial Site 798088017,industrial,28.5248666,77.093011,Delhi,Delhi,India,overpass,798088017,2026-03-14T21:24:49.995096+00:00
osm_798088018,Delhi Industrial Site 798088018,industrial,28.5256703,77.091871,Delhi,Delhi,India,overpass,798088018,2026-03-14T21:24:49.995096+00:00
osm_798088019,Delhi Industrial Site 798088019,industrial,28.5243447,77.0914956,Delhi,Delhi,India,overpass,798088019,2026-03-14T21:24:49.995096+00:00
osm_798088025,Delhi Industrial Site 798088025,industrial,28.5259462,77.0930503,Delhi,Delhi,India,overpass,798088025,2026-03-14T21:24:49.995096+00:00
osm_816967277,Indian Oil Tikri Bottling Plant,industrial,28.6882371,76.9908618,Delhi,Delhi,India,overpass,816967277,2026-03-14T21:24:49.995096+00:00
osm_816968754,Indian Oil Madanpur Khadar Bottling Plant,industrial,28.5367314,77.3091291,Delhi,Delhi,India,overpass,816968754,2026-03-14T21:24:49.995096+00:00
osm_844374164,Delhi Industrial Site 844374164,industrial,33.7119142,-117.8634841,Delhi,Delhi,India,overpass,844374164,2026-03-14T21:24:49.995096+00:00
osm_870322061,Delhi Industrial Site 870322061,industrial,32.4691407,-91.4910962,Delhi,Delhi,India,overpass,870322061,2026-03-14T21:24:49.995096+00:00
osm_881770388,Delhi Industrial Site 881770388,industrial,33.7117621,-117.8670095,Delhi,Delhi,India,overpass,881770388,2026-03-14T21:24:49.995096+00:00
osm_970800871,Transformer,industrial,28.6880784,77.1846261,Delhi,Delhi,India,overpass,970800871,2026-03-14T21:24:49.995096+00:00
osm_971502566,Birla Mill Textiles,industrial,28.6783995,77.1998136,Delhi,Delhi,India,overpass,971502566,2026-03-14T21:24:49.995096+00:00
osm_981305627,Delhi Industrial Site 981305627,works,28.5257411,77.2896981,Delhi,Delhi,India,overpass,981305627,2026-03-14T21:24:49.995096+00:00
osm_981305628,Delhi Industrial Site 981305628,works,28.5240857,77.2917946,Delhi,Delhi,India,overpass,981305628,2026-03-14T21:24:49.995096+00:00
osm_981305629,Delhi Industrial Site 981305629,works,28.5237821,77.2909775,Delhi,Delhi,India,overpass,981305629,2026-03-14T21:24:49.995096+00:00
osm_981305630,Delhi Industrial Site 981305630,works,28.5229948,77.2915053,Delhi,Delhi,India,overpass,981305630,2026-03-14T21:24:49.995096+00:00
osm_981305631,Delhi Industrial Site 981305631,works,28.5227173,77.2907876,Delhi,Delhi,India,overpass,981305631,2026-03-14T21:24:49.995096+00:00
osm_981305632,Delhi Industrial Site 981305632,works,28.5218107,77.2910381,Delhi,Delhi,India,overpass,981305632,2026-03-14T21:24:49.995096+00:00
osm_981305633,Delhi Industrial Site 981305633,works,28.5209704,77.2931766,Delhi,Delhi,India,overpass,981305633,2026-03-14T21:24:49.995096+00:00
osm_981305634,Delhi Industrial Site 981305634,works,28.5198667,77.2937424,Delhi,Delhi,India,overpass,981305634,2026-03-14T21:24:49.995096+00:00
osm_981305635,Delhi Industrial Site 981305635,works,28.5201506,77.293593,Delhi,Delhi,India,overpass,981305635,2026-03-14T21:24:49.995096+00:00
osm_989819140,Delhi Industrial Site 989819140,industrial,28.6903783,77.240552,Delhi,Delhi,India,overpass,989819140,2026-03-14T21:24:49.995096+00:00
osm_992790900,Delhi Industrial Site 992790900,industrial,28.6236768,77.0017864,Delhi,Delhi,India,overpass,992790900,2026-03-14T21:24:49.995096+00:00
osm_992790901,Delhi Industrial Site 992790901,industrial,28.6222214,76.9947311,Delhi,Delhi,India,overpass,992790901,2026-03-14T21:24:49.995096+00:00
osm_1003041200,Delhi Industrial Site 1003041200,industrial,28.6235533,77.2505265,Delhi,Delhi,India,overpass,1003041200,2026-03-14T21:24:49.995096+00:00
osm_1003651272,"Cluster Bus Depot (Bawana Sector - 1, Delhi)",depot,28.7955039,77.0407136,Delhi,Delhi,India,overpass,1003651272,2026-03-14T21:24:49.995096+00:00
osm_1007603944,Delhi Industrial Site 1007603944,works,28.6216851,77.0019983,Delhi,Delhi,India,overpass,1007603944,2026-03-14T21:24:49.995096+00:00
osm_1007603948,Delhi Industrial Site 1007603948,works,28.6080575,77.0052736,Delhi,Delhi,India,overpass,1007603948,2026-03-14T21:24:49.995096+00:00
osm_1007603953,Delhi Industrial Site 1007603953,works,28.5840427,77.0259499,Delhi,Delhi,India,overpass,1007603953,2026-03-14T21:24:49.995096+00:00
osm_1007603954,Air India GSD Complex,works,28.5582288,77.0919114,Delhi,Delhi,India,overpass,1007603954,2026-03-14T21:24:49.995096+00:00
osm_1007606941,Delhi Industrial Site 1007606941,works,28.5496987,77.1105738,Delhi,Delhi,India,overpass,1007606941,2026-03-14T21:24:49.995096+00:00
osm_1007606942,Delhi Industrial Site 1007606942,works,28.5489001,77.1093188,Delhi,Delhi,India,overpass,1007606942,2026-03-14T21:24:49.995096+00:00
osm_1007606946,Delhi Industrial Site 1007606946,works,28.5492751,77.1075228,Delhi,Delhi,India,overpass,1007606946,2026-03-14T21:24:49.995096+00:00
osm_1007606947,TajSATS Catering,works,28.5476915,77.1086157,Delhi,Delhi,India,overpass,1007606947,2026-03-14T21:24:49.995096+00:00
osm_1007606949,Delhi Industrial Site 1007606949,industrial,28.5551267,77.1263077,Delhi,Delhi,India,overpass,1007606949,2026-03-14T21:24:49.995096+00:00
osm_1090260743,Delhi Industrial Site 1090260743,industrial,28.486631,77.140114,Delhi,Delhi,India,overpass,1090260743,2026-03-14T21:24:49.995096+00:00
osm_1138670570,Delhi Industrial Site 1138670570,factory,28.7293189,77.1717895,Delhi,Delhi,India,overpass,1138670570,2026-03-14T21:24:49.995096+00:00
osm_1149207609,Delhi Industrial Site 1149207609,industrial,28.8098781,77.1432195,Delhi,Delhi,India,overpass,1149207609,2026-03-14T21:24:49.995096+00:00
osm_1157344789,Delhi Industrial Site 1157344789,industrial,28.7331453,77.1673015,Delhi,Delhi,India,overpass,1157344789,2026-03-14T21:24:49.995096+00:00
osm_1159082618,Electric Bus Depot,depot,28.7242368,77.1804295,Delhi,Delhi,India,overpass,1159082618,2026-03-14T21:24:49.995096+00:00
osm_1162572218,Delhi Industrial Site 1162572218,industrial,28.533673,77.0932504,Delhi,Delhi,India,overpass,1162572218,2026-03-14T21:24:49.995096+00:00
osm_1162572219,Delhi Industrial Site 1162572219,industrial,28.535537,77.0936608,Delhi,Delhi,India,overpass,1162572219,2026-03-14T21:24:49.995096+00:00
osm_1162572220,Delhi Industrial Site 1162572220,industrial,28.5363334,77.094723,Delhi,Delhi,India,overpass,1162572220,2026-03-14T21:24:49.995096+00:00
osm_1162572222,Delhi Industrial Site 1162572222,industrial,28.5358545,77.1003878,Delhi,Delhi,India,overpass,1162572222,2026-03-14T21:24:49.995096+00:00
osm_1162580674,Delhi Industrial Site 1162580674,industrial,28.8369625,77.0877761,Delhi,Delhi,India,overpass,1162580674,2026-03-14T21:24:49.995096+00:00
osm_1162581301,Delhi Industrial Site 1162581301,industrial,28.8392354,77.089506,Delhi,Delhi,India,overpass,1162581301,2026-03-14T21:24:49.995096+00:00
osm_1162586307,Delhi Industrial Site 1162586307,industrial,28.8124282,77.1139982,Delhi,Delhi,India,overpass,1162586307,2026-03-14T21:24:49.995096+00:00
osm_1162586309,Delhi Industrial Site 1162586309,industrial,28.8057363,77.1391349,Delhi,Delhi,India,overpass,1162586309,2026-03-14T21:24:49.995096+00:00
osm_1162586310,Delhi Industrial Site 1162586310,industrial,28.806117,77.1353682,Delhi,Delhi,India,overpass,1162586310,2026-03-14T21:24:49.995096+00:00
osm_1162586311,Delhi Industrial Site 1162586311,industrial,28.8006314,77.1408681,Delhi,Delhi,India,overpass,1162586311,2026-03-14T21:24:49.995096+00:00
osm_1162586313,Delhi Industrial Site 1162586313,industrial,28.790947,77.1417692,Delhi,Delhi,India,overpass,1162586313,2026-03-14T21:24:49.995096+00:00
osm_1162586314,Delhi Industrial Site 1162586314,industrial,28.788865,77.1341317,Delhi,Delhi,India,overpass,1162586314,2026-03-14T21:24:49.995096+00:00
osm_1162599123,Delhi Industrial Site 1162599123,industrial,28.7967872,77.054632,Delhi,Delhi,India,overpass,1162599123,2026-03-14T21:24:49.995096+00:00
osm_1162599124,Delhi Industrial Site 1162599124,industrial,28.7990611,77.0496964,Delhi,Delhi,India,overpass,1162599124,2026-03-14T21:24:49.995096+00:00
osm_1162625780,Delhi Industrial Site 1162625780,industrial,28.7384769,77.1491771,Delhi,Delhi,India,overpass,1162625780,2026-03-14T21:24:49.995096+00:00
osm_1162639285,Delhi Industrial Site 1162639285,industrial,28.8686067,77.1395506,Delhi,Delhi,India,overpass,1162639285,2026-03-14T21:24:49.995096+00:00
osm_1162639286,Delhi Industrial Site 1162639286,industrial,28.8606133,77.1285412,Delhi,Delhi,India,overpass,1162639286,2026-03-14T21:24:49.995096+00:00
